claim,Label
"There was no Senate bill on this. There is House Bill No. 9252, which calls for mandatory vaccination against COVID19, but this has not yet been transmitted to the Senate as it is pending with the House committee on health.",1
"The article did not take into consideration the age of the patients who died age is a significant factor in COVID19 deaths. Although it is true that3,284 out of 4,135 COVID19 deaths were among fullyvaccinated patients,3,081 of them are aged 60 and older.",1
Facts Bourla is fully vaccinated. He received his second PfizerBioNTech COVID19 vaccine dose in March 2021. He did not get vaccinated sooner since he did not want to be an example of cutting the line.,1
"As of Tuesday, May 18, 2021, there is no evidence that COVID19 vaccines can cause infertility. Health experts like The American College of Obstetricians and Gynecologists and government health departments like the United States Centers for Disease Control and Prevention and the Australian Department of Health say that people who plan to become pregnant in the future may receive the COVID19 vaccine.",1
"Worldrecognized and leading health experts say that mass vaccination programs remain to be the most effective way of stopping the rapid mutations and spread of COVID19. While breakthrough infections can still happen among fully vaccinated individuals, the rate of transmitting the virus to others is much lower.",1
The videos shown are of TikTok users participating in a viral magnet test challenge. Experts have also said vaccine doses are too small and therefore not strong enough to cause magnetic reactions.,1
"Dover is alive, according to CHI Memorial hospital, her place of work. She has also explained that she fainted after receiving the vaccine because of an underlying health condition.",1
"DMX died after suffering a heart attack, while Larry King died due to sepsis. There are no reports they received the COVID19 vaccines prior to their deaths.",1
"Germanys federal institute for vaccines says all deaths were seriously ill patients, and finds no causal relationship to vaccination.",1
"While COVID19 vaccines may cause side effects, they are not designed to teach the immune system to kill the body.",1
RNA vaccines do not alter DNA. The messenger RNA from the vaccine is eventually destroyed by the bodys cells after they read its sequence.,1
The Department of Health DOH debunked the post and called it fake. There is no such institution called Beijing Vaccine Prevention Center. The local health authorities in the Chinese capital are the Beijing Center for Disease Prevention and Control and the Beijing Municipal Health Commission.,1
"Although mRNA vaccines work differently than traditional vaccines, various studies showed that they are effective against the coronavirus disease or COVID19. Health experts also say mRNA vaccines are safe.",1
"As of Friday, April 30, there is no proof that the deaths of the elderly who received the COVID19 vaccine are linked to the vaccine.",1
"Individuals who experience adverse side effects due to COVID19 vaccines remain to be the rare cases, affecting only 1 in 100,000 for AstraZeneca and only 1 in 122,000 for Johnson  Johnson.",1
"The vaccines do not contain harmful metalbased preservatives, according to the ingredients lists released by vaccine manufacturers.",1
The Facts The San Pedro local government unit LGU had announced that vaccine supply allocated for Category A4 individuals were out of stock. Vaccinations for individuals in other categories were carried out.,1
"The website containing this claim cites EudraVigilance, an EUmaintained database of selfreported adverse effects after COVID19 vaccination. However, EudraVigilance says its database contains reports of events following COVID19 vaccination that are not necessarily related to or caused by the vaccines.",1
Reports say that Pfizer and BioNTech temporarily cut their EU deliveries because of improvements to their production site in the Belgian town of Puurs. It was not mentioned in the reports if it was due to any side effects of the vaccine.,1
"While there is a possibility of blood clotting following vaccination of AstraZenecas coronavirus vaccine, studies show these cases are very rare. Health experts worldwide have concluded that the benefits of the vaccine outweigh the risks.",1
"This figure was published by the CDC, but it only referred to those who reported side effects through the Vsafe mobile app. It did not reflect the total number of vaccine recipients in the US or the total number of people who experienced side effects due to the vaccine.",1
COVID19 vaccines went through three phases of clinical testing before being approved by the Philippines Food and Drug Administration.,1
Cases and deaths related to COVID19 continue to get recorded globally. A coronavirus vaccine can create immunity against the virus.,1
There is no proof or official reports that Gates created SarsCoV2. Moderna is a publicly traded company and is owned by many shareholders.,1
"Various studies have shown that COVID19 vaccines are effective against the disease. More than three million people worldwide died of the disease, but there have been no reports of death proven to be directly linked to the vaccines.",1
"The health department has authorized the use of COVID19 booster shots for everyone aged 18 or older since December 2, 2021",1
"The towns health chief refuted the claim. Moreover, the Department of Health reports zero deaths caused by COVID19 vaccines, as of August 16.",1
"A number of experts and health organizations have deemed the COVID19 vaccines being released as safe and effective, including the World Health Organization, the US Centers for Disease Control and Prevention, Johns Hopkins Medicine, and the Philippine Department of Health.",1
China delivered COVID19 vaccines to Cambodia via military plane on February 7.,1
The role of teachers in vaccination teams will be for health education only. The vaccination itself will be done by health professionals.,1
"The video shows an experiment on selfassembling wires, which was originally uploaded to YouTube in 2015. The Department of Health also says COVID19 vaccines do not contain any material that can alter a persons genetic material.",1
"The video does not prove that Bluetooth can detect vaccinated individuals. The detected codes shown in the video are consistent with the formatting of Media Access Control MAC addresses, which are used for Bluetooth.",1
"The study cited in the video has been previously debunked. Both the UK and the US have monitoring systems for COVID19 vaccines adverse effects. These use selfreporting methods in recording cases, which means reported events are not always proven side effects, and some events may have happened anyway, regardless of vaccination. The agencies in charge of these systems say that the actual number of cases may be lower than what is reported.",1
Viral shedding can only occur when a vaccine contains a weakened version of the virus. mRNA vaccines do not use a live virus that causes COVID19.,1
The Department of Health has instituted a digital platform where health facilities can upload information on individuals whom they have vaccinated. It doesnt have to collect vaccination cards to copy the information contained in these. The National Privacy Commission has also advised that data collected in vaccination cards must abide by the Data Privacy Act.,1
"COVID19 vaccines cannot do anything to subatomic particles like the Higgs Boson particle, the official name of the what is known as the God Particle, due to the limitations of the laws of physics.",1
"The clip came from Dutertes Talk to the People that aired on September 30, 2021, when booster shots were not yet authorized in the Philippines. Duterte has since encouraged the public to get vaccinated with booster shots after it was approved by health authorities in December 2021. Cabinet Secretary Karlo Nograles also said that the circulating clip should be viewed in the proper context.",1
"None of the COVID19 vaccines contain parasitic eggs nor any parasitic materials. Vaccines typically contain an antigen that teaches our immune system to identify the virus and fight against it, as well as chemicals that maintain the integrity of the vaccines.",1
"There is no such thing as a vaccination exemption card that is authorized, issued, or recognized by the Philippine government.",1
"The video was taken from a dated news report, and the DOH has since encouraged those eligible to get COVID19 booster shots.",1
"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac, AstraZeneca, Pfizer, Sputnik V, and Janssen vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers.",1
The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination,1
"The prioritization framework for COVID19 vaccination based on the World Health Organization WHO Strategic Advisory Group of Experts SAGE on Immunization, together with the recommendations of independent bodies of experts including the Interim National Immunization Technical Advisory Group iNITAG and the Technical Advisory Group TAG, was formulated due to the limited global supply of COVID19 vaccine products. With the guidance of this principle, the Philippine National Deployment and Vaccination Plan formulated strategies and contingencies to ensure the equitable distribution of vaccine products for all Filipinos.",1
"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",1
Frontline workers in health facilities including nonprofessionals like students in health and allied professions courses with clinical responsibilities are part of Vaccination Priority Group A.,1
"Frontline workers in health facilities including nonhealthcare professionals like ambulance staff, janitors, administrative staff, etc. are part of Priority Group A.",1
The cost of vaccines for priority groups will be shouldered by the Philippine government.,1
"The objective is to provide equitable access to safe and effective COVID19 vaccines to the priority eligible groups or almost 70 million Filipinos by 2021, 6070% of Filipinos by 2022, and followed by the remaining Filipino population in the next three 3 years.",1
"The Government plans to vaccinate all eligible Filipinos for free, starting with 50 to 70 million in 2021. Eligibility would depend on the vaccines available, specifications for their allowable use, as well as scope of use authorized by our Philippine FDA.",1
Commercialization of vaccines with EUA is not yet allowed under relevant FDA issuances.,1
"This will depend on the vaccine. For those currently available, Sinovac can be given to clinically healthy individuals 18 to 59 years old, while AstraZeneca can be given to those 18 years old and above, including senior citizens.",1
"Results from Phase II and Phase III trials of COVID19 vaccines are currently insufficient for the pediatric age group 18 yrs old, limiting health experts from formulating any recommendations. Further studies will help in the future inclusion of children for vaccination.",1
Vaccines mimic the virus or bacteria that causes disease and triggers the bodys creation of antibodies. These antibodies will provide protection once a person is infected with the actual diseasecausing virus or bacteria.,1
"Vaccines differ in their composition and how they trigger the immune response to create antibodies. These antibodies protect the body from microorganisms and serve as protection once a person gets infected with disease. Vaccines can be inactivated, weakened or killed copies of the whole or part of the virus or bacteria, or genetic product like mRNA vaccines that creates protein copies without causing disease.",1
"The possible side effects of a vaccine include pain, redness, itchiness or swelling at the injection site which may last a few hours fever feeling of weakness or fatigue headache dizziness diarrhea or nausea. Consult the nearest healthcare professional if you experience any of these.",1
vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease.,1
"With the BIDA steps and observance of minimum public health standards, vaccination is an important way to protect yourself from getting severe COVID19.",1
he government is currently in the advanced stages of negotiations with various vaccine manufacturers. We expect the first vaccine supply to arrive in the first quarter of 2021.,1
"Emergency Use Authorization EUA is an authorization granted through a riskbased procedure for assessing unregistered under development vaccines or drugs during public health emergencies of international concern. It aims to expedite availability of the vaccine or drug to people affected by public health emergency based on essential set of available quality, safety and efficacy performance data.",1
"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated.",1
"you cannot purchase COVID19 vaccines from private clinics or pharmacies. At present, only the government is duly authorized to procure and administer vaccines. Until a full market authorization is issued by the Philippine FDA, any COVID19 vaccine should not be sold to the public.",1
"The government is continuing negotiations to ensure adequate vaccine supply for all Filipinos, including those not in the priority groups.",1
COVID19 vaccines that are granted with Emergency Use Authorization EUA by the Food and Drug Administration FDA are considered safe and effective based on the available evidence to date.,1
"like all other vaccines, there are risks of complications BUT SEVERE OR LIFETHREATENING REACTIONS ARE EXTREMELY RARE. The benefit of protection against severe COVID19 is greater than the risk. Anyone who will get the vaccine will be properly evaluated and closely monitored by health professionals to further minimize any risk.",1
"People with history of bleeding disorders or taking blood thinners, asthma, and has allergy to food, egg, or medicine are eligible to get the COVID19 vaccine but with special precautions.",1
"People currently diagnosed with COVID19 or with symptoms of fever  chills, fatigue, cough, colds, headache, sore throat, myalgia, loss of taste or smell, diarrhea, shortness of breath  difficulty breathing, and rashes are eligible to take the COVID19 vaccine but will be subject for rescheduling.",1
People that has history of exposure to confirmed or suspected COVID19 case in the past 14 days are eligible to take the COVID19 vaccine but will be subject for rescheduling.,1
A person that has received convalescent plasma or monoclonal antibodies for COVID19 in the past 90 days are eligible to take the COVID19 vaccine but will be subject for rescheduling.,1
Women in the first 3 months of pregnancy are eligible to take the COVID19 vaccine but will be subject for rescheduling.,1
"Persons that has received any other vaccine in the past 14 days, has had attacks, been admitted or changed medications for their comorbidities in the the past 3 months, or has Hypertensive emergency or blood pressure  180120 with symptoms of possible organ damage are eligible to take the COVID19 vaccine but will be subject for rescheduling.",1
Persons with autoimmune disease and Human Immunodeficiency Virus HIV are eligible to take the COVID19 vaccine but will need clearance from attending physicianprimary care provider.,1
Cancer patients currently undergoing chemoradioimmunotherapy are eligible to take the COVID19 vaccine but will need clearance from attending physicianprimary care provider.,1
A person who underwent transplant is eligible to take the COVID19 vaccine but will need clearance from attending physicianprimary care provider.,1
"A person that is currently using steroids, if dose and duration of steroid use is more than 2 weeks or dose is higher than 20mg daily for prednisone is eligible to take the COVID19 vaccine but will need clearance from attending physicianprimary care provider.",1
"Persons who are bedridden, in a vegetative state, or poor prognosis with life expectancy less than 6 months is eligible to take the COVID19 vaccine but will need clearance from attending physicianprimary care provider.",1
"Persons who has allergy to any vaccine components e.g. polysorbate, PEG are not eligible to take the vaccine.",1
Persons who had severe allergic reaction e.g. anaphylaxis to first dose of the vaccine are not eligible to take the vaccine.,1
"A patient who is allergic to food or medicine, inhalantenvironmental allergens, insect bites, or latex may receive the vaccine provided that their allergic reactions were not connected to the vaccine or its components.",1
"You must first consult with your doctor if you have experienced any allergic reactionssymptoms such as rashesitching, swelling around the eyes, difficulty of breathing, anaphylaxis severe allergic reaction within 6 hours after you have received a different vaccine",1
"Patients with wellcontrolled asthma, whether on inhaled corticosteroids or not, can get the vaccine.",1
"people with wellcontrolled asthma or allergic rhinitis, whether on inhaled corticosteroids or not, may receive the vaccine. Additional precautions will be implemented when administering the vaccine and they shall be observed in postvaccination monitoring areas for 30 minutes.",1
"Patients with cancer and who are currently, or will be undergoing active chemotherapy may be vaccinated any time before andor during chemotherapy sessions, if they have no other contraindications to the vaccine.",1
"For those who are undergoing Hematopoietic Cell Transplantation HCT or Cellular Therapy, they should delay vaccination for at least 3 months after transplantation or therapy.",1
People with wellcontrolled comorbidities can get the vaccines. These people may have an increased risk of getting severe COVID19 and may benefit from the protection provided by the vaccines.,1
"Breastfeeding women can receive a COVID19 vaccine. However, Gamaleya vaccine shall not be administered to the pregnant and breastfeeding populations. The World Health Organization states that if a breastfeeding woman is part of a group recommended for vaccination for example, healthcare workers, vaccination can be offered. It is not recommended to discontinue breastfeeding before or after vaccination.",1
"Pregnancy is not a contraindication to getting the COVID19 vaccine. Pregnant women can get the vaccine with precaution, given that there is limited data on pregnant women from clinical studies. ",1
"If a pregnant woman is part of a group recommended for vaccination, vaccination can be offered. It is advised to get the vaccine after the 1st trimester of pregnancy.",1
Those planning to get pregnant may get the COVID19 vaccine.,1
"A pregnancy test is not a requirement prior to COVID19 vaccination. However, a pregnancy test may be done for those suspected to be pregnant missed menses, or unsure of menses.",1
"COVID19 vaccine helps to protect you from symptomatic, and moderate and severe forms of COVID19.",1
you cannot get COVID19 FROM the vaccine because there is no live virus in any of the vaccines presently available.,1
theres still a possibility that you can get COVID19 after you get vaccinated.,1
"vaccines can protect you from getting symptomatic mild, moderate, and severe COVID19. Further, it can prevent hospitalization and death from the disease",1
the reports of people dying were of people who died DUE TO COVID19 and not because of the vaccine.,1
There was no relation between getting vaccinated and the reported deaths due to COVID19,1
"Even if the vaccine protects from symptomatic, and moderate to severe forms of COVID19, you can add protection by doing the BIDA Bawal walang mask at face shield, Isanitize ang mga kamay, Dumistansya ng isang metrong layo, Alamin ang tamang impormasyon behaviors.",1
"local reactions like pain, redness, and swelling at the injection site and flulike symptoms including fever, headache, and fatigue are common after vaccination. These are signs that your body is building up the immune response from the vaccine. These symptoms will resolve in one to three days.",1
"If your symptoms got worse or did not resolve within 3 days, consult your doctor or nearest facility if they dont resolve after 3 days, or if they worsen after one day.",1
"Even if youve already received your first dose of the COVID19 vaccine, you can prevent the spread of the virus to your family and community by staying at home unless travel is essential, open windows and ensure proper ventilation and air circulation at home or your place of work, maintain a balanced and healthy diet, exercise, and avoid smoking and alcohol, and monitor your health and call your Barangay Health Emergency Response Team if you have symptoms AND POSSIBLE EXPOSURE TO THE VIRUS.",1
"Vaccination is not mandatory and anyone may opt to decline. Refusal to vaccination, however, will subject the vaccinee to a rescheduling process according to the prioritization framework for COVID19 vaccination. For persons who will refuse vaccination onsite, reasons for refusal may be documented using the informed consent form.",1
"Note that for Sinovac, in accordance with the Philippine Food and Drug Administration FDA and interim National Immunization Technical Advisory Group iNITAG recommendations, healthcare frontliners reserve the right to choose and may refuse vaccination without losing hisher slot in the priority list.",1
"The prioritization framework for COVID19 vaccination based on the WHO Strategic Advisory Group of Experts SAGE on Immunization, together with the recommendations of independent bodies of experts including the Interim National Immunization Technical Advisory Group iNITAG and the Technical Advisory Group TAG, was formulated due to the limited global supply of COVID19 vaccine products. With the guidance of this principle, the Philippine National Deployment and Vaccination Plan formulated strategies and contingencies to ensure the equitable distribution of vaccine products for all Filipinos.",1
The Philippine Food and Drug Administration FDA is the governments regulatory body for all medicines in the country. Information regarding products including vaccines may be accessed at the FDA website at httpswww.fda.gov.ph. It shall continuously provide advisories to the public based on their monitoring of products in the market. ,1
Intensified vaccine information campaigns and risk communication strategies are also presently in place to protect the public from misinformation.,1
RTPCR testing for COVID19 is not required prior to vaccine administration.,1
"Based on the Philippine FDA EUA of available vaccines here in the Philippines, occurrence of anaphylactic reaction after the 1st dose of COVID19 vaccine is not advised for the inoculation of the 2nd dose of that vaccine type. Additionally, interchangeability of vaccine products is not recommended due to limited availability of scientific evidence.",1
"At the screening area, the personnel assigned shall scan the individual's QR or Unique Code before they are clinically assessed for COVID19 symptoms, comorbidities, and other important clinical information. Contraindications and precautions stated in the EUA issued by the Philippine FDA shall be followed for all vaccines.",1
"Specific health screening e.g. age, allergy to vaccine components may be adopted per vaccine and shall be issued in vaccinespecific guidelines. Likewise, health screening shall follow clinical practice guidelines of medical societies, which shall be regularly updated based on best available evidence.",1
"Using both the VIMS Vaccination Post System VPS and hard copy of the screening form, health workers shall update the profile of potential vaccine recipients and determine whether or not they are eligible for vaccination.",1
"Individuals not belonging to special populations, like those who are immunodeficient or senior citizens with special conditions i.e. bedridden, in vegetative state, with limited life expectancy, may have their health profiling, provision of informed consent, and screening on the same day of vaccination. Otherwise, they shall first obtain medical clearance from their attending physicians to discuss vaccinespecific risks and benefits.",1
"Implementing unitsare those allowed to conduct vaccination activities. These are the following a hospitals, medical centers, infirmaries, b rural health units, c private clinics, and d health facilities of government agencies.",1
"In designing local mechanisms of monitoring, LVOCs shall follow the minimum frequency of prompts or followup from the vaccine one 1 week, two 2 weeks, one 1 month, three 3 months, six 6 months, and twelve 12 months after the date of vaccination. LVOCs may use more frequent intervals of monitoring depending on their capacity and agreements with the vaccination sites.",1
"The government will have an indemnification fund for all those who will experience adverse effects or events following immunization. In cases of severe AEFIs, costs for hospitalization or management and treatment of the adverse events will be shouldered by the government through PhilHealth. PhilHealth coverage of hospitalization shall be in accordance with the rules and regulations of the National Health Insurance Program.",1
"An Adverse Event Following Immunization AEFI is any of the following that may arise after vaccination unfavourable or unintended sign andor symptom, abnormal laboratory finding, or disease that may arise after immunization. An AEFI may not necessarily be caused by the vaccine.",1
"LGUs and vaccination sites shall provide postvaccination reminders and home instructions to all vaccine recipients through handouts or SMSbased reminders that shall include mechanisms to report any adverse event after immunization to the vaccination site or the LGU, initial treatment or management for common adverse events, and contact information or location for consultations or referrals. Sample postvaccination reminders are available at bit.lyRESBAKUNAMaterials",1
Patients with comorbidities belong to groups that may have an increased risk of getting severe COVID19 if infected and would thus benefit from the protection immunization offers. The currently available vaccines in the country may be administered to individuals who have wellcontrolled comorbidities.,1
"all individuals who contracted COVID19 may be vaccinated after recovery or completion of treatment, whether for first or second dose, without restarting the vaccine dose schedule.",1
"Only vaccines which have finished the phase 4 clinical trials are provided a Certificate of Product Registration CPR which would allow the vaccines to be commercially available. To date, most of the vaccines are still in Phase 3, hence, the purchase of vaccines must be done through the tripartite agreement with the national government and manufacturers.",1
"Proof of comorbidity may be any of the following medical certificate from attending physician, prescription for medicines, hospital records such as discharge summary, medical abstract, surgical records, pathology reports, or any other proof that may indicate eligibility for priority group A3. Proofs of comorbidity do not need to indicate that the comorbidity is controlled to be eligible for vaccination.",1
"All Filipinos, including OFWs, and other groups with legal residency status in the Philippines i.e. foreign nationals, diplomats, etc. shall be included in the priority group appropriate to their circumstance. For example, said individuals meeting the eligibility criteria for priority group A2 senior citizens or A3 adults with controlled comorbidities may masterlist with their respective LGUs subject to supply availability.",1
"All Filipinos shall indicate their interest to be vaccinated through their respective LGUs based on the address of their permanent or current residence or workplace. For other groups under eligible populations, detailed guidelines shall be developed and disseminated accordingly.",1
"AstraZeneca, Gamaleya Sputnik V, Janssen, and Bharat BioTech can also be given to those 18 years old and above, including senior citizens.",1
"As of May 5, 2021, the Philippine FDA has issued an EUA to the PfizerBioNTech, AztraZeneca Pharmaceuticals, Sinovac, Gamaleya Sputnik V, Johnson and Johnsons Janssen, Bharat BioTechs Covaxin, and Moderna COVID19 vaccines. The FDA continues to accept applications for EUA.",1
"Philippine's current vaccine portfolio consists of eight vaccines  PfizerBioNTech, Oxford AstraZeneca, Sinovac CoronaVac, Gamaleya Sputnik V, Bharat BioTech, Moderna, Novavax, and Janssen. As of May 5, 2021, Pfizer, AstraZeneca, Sinovac, Sputnik V, JJs Janssen, Bharat BioTechs Covaxin, and Moderna have been issued an Emergency Use Authorization EUA by the Philippine FDA.",1
The FDA will continuously monitor the vaccines being used in the vaccination program. FDA inspectors shall regularly conduct market surveillance to safeguard from unauthorized use of vaccines.,1
"Currently, the Philippines does not have the capacity to develop and manufacture its own vaccines. To ensure adequate supply of COVID19 vaccines for all Filipinos, the country banks on a combined effort in procuring vaccine doses, participating in Phase 3 clinical trials, and participating in multilateral negotiations such as the COVAX Facility.",1
"The Government estimates that it will spend an average composite cost of around PHP 1,300.00 per person for the vaccination program. This includes vaccine cost assuming a twodose requirement and ancillaries.",1
"The private sector can only procure vaccines through a tripartite agreement with the NTF and the Department of Health, as DOH is the EUA holder of these vaccines. Private companies will be advised by the iNITAG on which sector should be prioritized. LIkewise, the private sector needs to partner with a vaccination site that follows the standars described in the NVDP.",1
"The same brand is required to be given for a 2nd dose, to ensure the maximum protection of the vaccinee. The DOH is coordinating with the Local Government Units to ensure allocation of adequate doses of the same Philippine FDAapproved vaccine brand.",1
"The government will make sure that those given with 1st dose will also be given their second dose on time. For example, if we have 50,000 doses available, we will only vaccinate the 25,000 eligible population to make sure that they will be given their second doses accordingly.",1
"The US Centers for Disease Control and Prevention CDC allow for a 4day grace period when assessing ontime receipt. People should try to get the second dose during this period or as soon after as possible. However, if the second dose is given later than this, you do not need to restart the vaccine. You still only need to get the second dose. However, it is important to note that the first dose did not protect as many people as were protected after the second dose, so if you are exposed to SARSCoV2 during the delay, you may or may not have enough immunity to prevent you from experiencing symptoms.",1
Vaccine cold chain refers to the maintenance of the vaccines product quality from the time it is manufactured until the point of administration by ensuring that vaccines are stored and transported within WHOrecommended temperature ranges.,1
"A vaccine is a biological product. If it gets too hot or too cold, the active ingredients can degrade and become less effective.",1
"Once a dose of vaccine is manufactured, it needs to be transported to immunization programs and clinics and health centers all over the world, and then remain viable until its needed.",1
"From the national central cold storage facility, vaccines will be delivered to the regional hubs  Centers for Health Development CHDs and identified provinces and cities with direct flight schedule. From the CHDs, the vaccines will be delivered to provinces and cities, or to preidentified vaccination sites   Rural Health Units RHUs, Main Health Centers, and hospitals within their catchment areas.",1
"The DOH will coordinate with the appropriate authorities and with the LGUs to identify which air and sea ports will be involved in delivery of the vaccines. Vaccines allocated for all regions in Visayas and Mindanao, and in selected provinces in Luzon will be delivered by air. The remaining allocation for Luzon will be delivered by refrigerated vans.",1
"COVID19 vaccines have different recommended temperature requirements and the deployment plan is ready for the possible requirements of different vaccines  a refrigerated 2C to 8C, b frozen 15C to 25C, and c ultracold 70C to 80C.",1
"Specific guidelines for the implementation of vaccine storage, handling, and transfer shall be in line with the corresponding EUA provisions issued by the Philippine FDA for each vaccine. Cold chain management requirements shall be maintained from manufacturing, storage, and distribution of vaccines to ensure integrity of vaccine compounds.",1
"All vaccines shall be inspected by the DOH Inspection and Acceptance Committee upon arrival at the main warehouse facility prior to distribution to vaccination sites to ensure that the vaccines are of good quality upon arrival, full documentary requirements are present, and recommended storage temperatures are maintained.",1
"To prepare the country for the COVID19 vaccination program, a masterlist will 1 provide basis for identification of target eligible groups for vaccination and identification of priority areas for registration of eligible individuals 2 ensure uniqueness of individuals in the vaccine administration plan and 3 provide input to operational planning especially for costing and allocation of resources.",1
"The COVID19 Vaccine Information Management System  Immunization Registry VIMSIR shall be the official platform for masterlisting and preregistration of individuals for COVID19 vaccination. The VIMS platform shall also enable use of information and communications technology for scheduling, notification, and vaccination reminders.",1
The Vaccine Information Management System  Immunization Registry VIMSIR is used only for masterlisting and as the registry of eligible population. Health facilities and vaccination centers upload their data or linelist of those who were vaccinated to the VIMS  Vaccine Administration System VAS.,1
DOH will have central access to all of this data including those that are vaccinated. It is stored centrally at DICT. DOH CHDs have been given access to their appropriate data.,1
All Filipinos will need to be masterlisted with their full health profile prior to vaccination. But the first phase will involve all frontline health workers in the public and private sector. The schedule of masterlisting will be consistent with the ordering of prioritization in the National Vaccine Deployment Plan.,1
"Information that will be collected prior to masterlisting will be personal information, such as but not limited to full name, birthday, and PhilHealth Identification Number PIN, shall be collected to ensure no doubling of identified potential vaccine recipients. Health data will also be collected to help the vaccination team identify and verify which priority group the individual belongs to and assess the person's eligibility for the vaccine.",1
"The LGU or zones will determine the scheduling for vaccination. The Vaccine Information Management System VIMS platform shall be used for scheduling, notifying, and reminding individuals of their scheduled vaccination.",1
"All potential vaccine recipients must present any governmentissued identification card, such as PRC license, driver's license, UMID, PhilHealth ID, or passport. In case individual does not have a government ID with photo, any other government document, such as cedula, barangay certificate, or birth certificate may be presented.",1
"Local government units LGUs are in charge of masterlisting or profiling. For other groups under eligible populations, detailed guidelines shall be developed and disseminated accordingly.",1
WHO defines efficacy as reduction in disease incidence in a vaccinated group compared to an unvaccinated group under optimal conditions such as in a randomized clinical trial.,1
"For COVID19 vaccine trials, the primary endpoint  is the occurrence of symptomatic COVID19 but they are also measuring other endpoints such as severe COVID, hospitalization due to COVID.",1
No vaccine provides 100% protection from COVID19. It typically takes a few weeks for the body to build immunity after vaccination. That means it is possible a person could be infected with the virus that causes COVID19 just before or just after vaccination and still get sick because the vaccine has not had enough time to provide protection.,1
"efficacy is measured not only by a vaccine's ability to prevent infection, but also in its prevention of severe forms of the disease and of forward transmission. While a vaccinated person  may not be completely prevented from getting infected, she will still have a reduced risk of getting severe forms of COVID19. If more people have this reduced risk, then we can more effectively reduce transmission.",1
"Due to the relatively short observation period for Phase 3 trials, the actual duration of immunity that the vaccines provide is currently unknown. This is still being determined through continuous monitoring of the vaccine recipients in the trials. Until this is established, we must continue practicing minimum public health standardsBIDA behaviors  bawal walang face mask at face shield, isanitize ang kamay, dumistansya ng isang metro, at alamin ang tamang impormasyon.",1
The presence of antibodies can be documented using antibody tests but this is not a requirement postvaccination and is not recommended based on current evidence particularly for mRNA vaccines.,1
"Emerging data seems to suggest that the current vaccines protect against the new variants. However, definitive studies are still under way to determine whether the vaccines currently being used will protect against the new variants.",1
"A small in vitro study showed that antibodies from people given the BNT162b2 Pfizer vaccine were able to neutralize SARSCoV2 variants with the N501Y mutation this was not the UK variant B.1.1.7, which had more mutations. It seems very likely that the other vaccines will result in the same findings, based on expert opinion.",1
"All vaccine recipients who contracted COVID19 may be vaccinated after recovery or completion of treatment, whether for first or second dose, without restarting the vaccine dose schedule.",1
"Vaccines are some of the most rigorously tested medical products today, and the COVID19 vaccines are no different. The fact that the COVID19 vaccines are available for use less than a year since the virus was discovered was not because corners were cut in the conduct of the clinical trials.",1
"the technology used to make the vaccines are the result of years of basic science research and experience with other outbreaks, as well as the continuous advancement in science and technology. All the vaccines which underwent Phase 3 clinical trials have undergone rigorous evaluation and examination by independent safety monitoring boards and have been scrutinized by the strictest regulatory agencies in the world.",1
Healthcare workers must inform patients of the benefits they will receive from getting vaccinated versus developing the immunity from the natural disease. Emphasize that prevention is always better than cure.,1
Vaccination from around the world shows that COVID19 vaccines can protect us from symptomatic disease and subsequently prevent hospitalization and death. We need vaccines!,1
COVID19 Vaccines underwent a series of studies Clinical Trials and certifications Philippine FDA Approval to ascertain its safety. Vaccines are safe!,1
COVID19 vaccines help boost the immune system to protect the body from the virus.,1
"One may still be infected after vaccination, but getting vaccinated guarantees protection from severe COVID19 and death. Vaccines give added protection!",1
COVID19 vaccines boost the immune system and prevent hospitalization and deaths among those fully recovered.,1
COVID19 vaccines have undergone thorough safety studies. They do not cause infertility.,1
COVID19 vaccines do not alter the human DNA. There is no live virus in vaccines and no evidence that it alters DNA.,1
Vaccines are scientifically proven to protect people from the disease. The Government ensures that we get the most costeffective vaccines and gives them at no cost.,1
There are no proven medicines that can prevent COVID19. But vaccines are PROVEN to protect us from SEVERE CASES and DEATH.,1
Having 1 dose for 2dose vaccines will not give you the optimal protection. Having 2 doses completes the added protection.,1
We don't need COVID19 vaccines.,0
COVID19 Vaccines are not safe,0
The COVID19 vaccines will suppress or alter my immune system.,0
I don't need to get vaccinated because I can still get sick with the disease even after I get the shot.,0
The COVID19 vaccine will cause reinfection for those who have already full recovered.,0
The COVID19 vaccines can cause sterility or infertility.,0
The COVID19 vaccines can alter my DNA.,0
The COVID19 vaccines are fake and nothing but a lucrative moneymaking venture for manufacturers.,0
There are drugs I can take to prevent COVID19. Vaccines are of no value.,0
Getting 1 dose of the vaccine is enough. The 2nd dose is not needed.,0
A photograph shows an astronaut giving himself a flu shot in space.,1
