web-scraper-order,link-href,claim,label
,,"Claim that COVID19 has been around for a long time, with a photo of an animal vaccine labeled coronavirus.",0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines-and-people-living-with-hiv?fbclid=IwAR0eoocY4WKlHATa3RkcrnL9nN-jcs5M7kCsXxr4PsiJgXFy0apHSFQDnXs,"It is theoretically possible that people living with HIV with low CD4 cell counts might have a weaker immune response to a vaccine. However, in practice this has not been documented for other vaccines and there is no evidence to support a less robust immune response to COVID19 vaccines among people with low CD4 cell counts.",1
,,People who are vaccinated spread variant viruses.,0
,,Two children died from PfizerBioNTechs COVID19 vaccine in Australia.,0
,,Claims the company that owns Dr Pepper issued a statement promising that its employees would not be required to get vaccinated for COVID19.,0
1642736186-177,https://www.rappler.com/newsbreak/fact-check/vaccination-programs-do-not-impede-transmission-rates-covid-19/,"Worldrecognized and leading health experts say that mass vaccination programs remain to be the most effective way of stopping the rapid mutations and spread of COVID19. While breakthrough infections can still happen among fully vaccinated individuals, the rate of transmitting the virus to others is much lower.",1
,,Bill Gates is creating a vaccine against the COVID19 which would geolocate the population.,0
,,An hospital was set on fire in Nairobi after people discovered a lot of poisoned vaccines against coronavirus sent by the USA.,0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"Once a dose of vaccine is manufactured, it needs to be transported to immunization programs and clinics and health centers all over the world, and then remain viable until its needed.",1
1642735698-138,https://www.rappler.com/newsbreak/fact-check/covid-19-mrna-vaccine-not-vaccine-against-coronavirus/,"Although mRNA vaccines work differently than traditional vaccines, various studies showed that they are effective against the coronavirus disease or COVID19. Health experts also say mRNA vaccines are safe.",1
,,"It was claimed that the BCG vaccine, given to all Indians mandatorily after birth, makes them immune to coronavirus.",0
1637040485-79,https://www.rappler.com/nation/philippines-eyes-start-coronavirus-vaccine-trials-october-2020,PH eyes start of COVID19 vaccine trials by October 2020,1
,https://doh.gov.ph/Vaccines/Am-I-eligible-to-get-the-COVID-19-vaccine?fbclid=IwAR3VVKq3UOLAUuX5WG4qhnyf-sc-vzC8-8DWdX8dV-L3rosT7xuZFEclYsU,"Persons who has allergy to any vaccine components e.g. polysorbate, PEG are not eligible to take the vaccine.",1
,,"Recent realworld studies show full vaccination w an mRNA vaccine 14 days after 2nd dosereduces riskof #COVID19 illness  hospitalization bymore than 90%. Get a COVID19 vaccine as soon as you can,  if you get an mRNA vaccine, get both doses. httpsbit.ly39KCHEh",1
,,"In Australia, it is forbidden to talk in supermarkets unvaccinated people are not allowed to leave home",0
,,Moderna COVID19 vaccine contains a cancercausing ingredient that is not fit for human use.,0
,,Henry Kissinger said that population reduction should be done by vaccines for the common good.,0
,,Sechenov First Moscow State Medical University in Russia has completed the clinical trials for the worlds first COVID19 vaccine.,0
,,Coronavirus is not new there is a vaccine for dogs.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J13,"People who are pregnant have a higher risk of serious illness and preterm birth if they are infected with COVID19, so WHO recommends that they are also prioritized for vaccination, once the first priority groups have been vaccinated.",1
1642742973-559,https://www.rappler.com/nation/low-supplies-misinformation-pull-down-vaccination-turnout-general-santos-seniors/,"Low vaccination rate of General Santos seniors blamed on thin supplies, misinformation. The city government's Office of the Senior Citizens Affairs is helping promote correct information about COVID19 vaccines especially in farflung barangays to convince the elderly and their families to get jabs",1
,,"Many U.S. counties with low vaccination rates had a high number of positive #COVID19 tests. In parts of the Southeast, Midwest, and Northwest, less than 40% of people are vaccinated and more than 10% of tests were positive in the last 7 days. More httpsbit.lyCDTvaxbycase.",1
,,The Simpsons predicted the COVID19 vaccine rollout in 2021.,0
,,75 doctors in South Florida walked out in protest as their hospital was flooded with unvaccinated COVID19 patients,0
,,Video shows someone shot during celebrations after his COVID19 treatment.,0
,,Indias cumulative vaccination coverage crosses 88 crore landmark milestone.  More than 59 lakh Vaccine doses administered today till 7 pm. httpspib.gov.inPressReleaseIframePage.aspxPRID1759433,1
1642745103-782,https://www.rappler.com/sports/novak-djokovic-response-nick-kyrgios-vaccine-freedom/,"Responding to Kyrgios, Djokovic reiterates freedom of choice on vaccine. Novak Djokovic's participation in the 2022 Australian Open remains  uncertain",1
,https://www.poynter.org/?ifcn_misinformation=cuba-has-the-vaccine-against-the-coronavirus-called-interferon, Cuba has a vaccine against the coronavirus called Interfern.,0
,,COVID19 vaccines have caused more than 400 deaths in Australia.,0
,,A Whatsapp message claiming that Covid19 was transmitted to people through the 20192020 influenza vaccine.,0
,,"A viral photo displays a vial of the vaccine, with text along the top that says, Now this was 2001 tell me why 19 years later they say there is no vaccine share before they take it down again.",0
,,A vaccine for the 2019 novel coronavirus has been found and there will be no more deaths due to the coronavirus.,0
,,Oxford Universitys vaccine is made using the cells of aborted fetuses.,0
,https://www.who.int/news-room/feature-stories/detail/vaccine-efficacy-effectiveness-and-protection?fbclid=IwAR3b9GmJY0a-BNj7MOSgZSHHKwawgs-7SofXSECx8qt47xmJJ30ItCm4uIE,"For twodose vaccines, vaccines only give partial protection after the first dose, and the second dose increases that protection. It takes time before protection reaches its maximum level a few weeks after the second dose.",1
,,"Georgian blood is unique. It may prove useful to fight COVID19. According to the article, doctor Dick Longballs from the Virology Research Center in the city of Hartford, the U.S. state of Connecticut, who is involved in developing a vaccine against COVID19, discovered that Georgian blood contains special particles.",0
,https://twitter.com/the_hindu/status/1255147260414844930,"To fight against novel #coronavirus with authentic information, the Central University of #Punjab, Bathinda has launched a unique COVID19 information web portal. httpstrib.alySxYXsq",1
,,An Argentinian doctor discovered a vaccine for coronavirus in Spain,0
,,This image prove that a coronavirus vaccine for animals has existed since 2001. Do they think were complete fools,0
,https://doh.gov.ph/vaccines/when-will-the-COVID-19-available-to-me?fbclid=IwAR1mWaCvpj4Hvextm-e0nXmpA-UTJQbvLm_sP9ir2kAxwCMFzXHtgGIv1J7,"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity.",1
1637040537-99,https://www.rappler.com/science/life-health/richer-countries-may-outbid-poor-neighbors-desperate-for-covid-19-vaccines,Richer countries may outbid poor neighbors desperate for COVID19 vaccines,1
,,Bill Gates is creating vaccines to make the earths population infertile. He discussed a plan to reduce the worlds population through vaccines during his 2010 TED talk.,0
1643704204-1224,https://www.snopes.com/fact-check/kyle-rittenhouse-gaige-grosskreutz/,"On Nov. 8, 2021, Gaige Grosskreutz told a jury that he advanced toward Kyle Rittenhouse while pointing a gun before Rittenhouse shot him.",1
,,Bill Gates admits his COVID19 vaccine might kill nearly 1 million people.,0
,,"Hundreds of thousands died after taking the advice of these celebrities, who are aiding and abetting mass murder by advocating COVID19 vaccination.",0
,,Video shows how Bolivian police shot a mototaxi that had not respected the COVID19 quarantine in Montero.,0
,https://www.poynter.org/?ifcn_misinformation=cattle-vaccine-proofs-that-coronavirus-has-existed-for-years-and-that-there-already-is-a-vaccine-photo-showing-the-cattle-vaccine-produced-by-the-american-medical-company-scourguard-4kc, Cattle vaccine proofs that coronavirus has existed for years and that there already is a vaccine. Photo showing the cattle vaccine produced by the American medical company ScourGuard 4KC.,0
,,The vaccinated blogger from Thailand died during the live stream,0
,https://www.poynter.org/?ifcn_misinformation=bill-gates-says-that-the-covid-19-vaccine-could-kill-700000-people," Bill Gates says that the COVID19 vaccine could kill 700,000 people.",0
1637034737-471,https://www.rappler.com/newsbreak/fact-check/united-states-records-thousands-deaths-due-covid-19-vaccines,"A graph from Vaccine Adverse Event Reporting System VAERS published on July 30 shows that 12,366 people died after receiving COVID19 jabs.",0
,https://www.poynter.org/?ifcn_misinformation=the-vaccine-against-the-new-coronavirus-has-been-developed-in-ukraine, The vaccine against the new coronavirus has been developed in Ukraine.,0
,,COVID19 can be treated with the plasma of healed patients. We dont need a vaccine or a drug.,0
,,"If you are not fully vaccinated against COVID19, continue to wear a mask over your nose  mouth to prevent your germs from reaching others  to keep theirs from reaching you. #COVID19 spreads from person to person through respiratory droplets. Learn more httpsbit.ly30QOzQF",1
,,This Video Does Not Show Vladimir Putin's Daughter Receiving COVID19 Shots,1
,https://www.poynter.org/?ifcn_misinformation=study-shows-that-flu-shots-result-in-a-36-higher-risk-of-coronavirus-infection, Study shows that flu shots result in a 36% higher risk of coronavirus infection.,0
,https://doh.gov.ph/faqs/vaccines?fbclid=IwAR3kB5vvbXmMBxLpiy1DzjXG4MLTlNGy5CDjExkazbPX7EVJsFOhbYM2Ink,"Emergency Use Authorization EUA is an authorization granted through a riskbased procedure for assessing unregistered under development vaccines or drugs during public health emergencies of international concern. It aims to expedite availability of the vaccine or drug to people affected by public health emergency based on essential set of available quality, safety and efficacy performance data.",1
,,Turkish doctor allegedly found coronavirus vaccine.,0
,,"Follow the official side event on the Immunization Agenda at #UNGA  a global plan to ensure everyone, everywhere receives the vaccines they need",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J58,"The maximum level of protection from COVID19 vaccines is not reached until several weeks after full vaccination. If you have a twodose vaccine, this means that you dont get full immunity until 2  4 weeks after the second dose. You can still become infected and ill during this time.",1
,https://www.poynter.org/?ifcn_misinformation=a-youtube-video-claiming-that-in-2014-bill-gates-patenteted-the-vaccine-againt-covid-19, A YouTube video claiming that in 2014 Bill Gates patenteted the vaccine againt COVID19.,0
,,"Expert group deliberates on strategy to ensure COVID19 vaccine availability, delivery mechanism",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J77,"if you have a temperature over 38.5 C at the time of your vaccination appointment, you should reschedule for when you feel better.",1
,,Barack Obama warned Africans against vaccines from America and Europe.,0
,https://www.poynter.org/?ifcn_misinformation=a-new-vaccine-to-cure-coronavirus-has-been-developed-by-us-scientists, A new vaccine to cure coronavirus has been developed by U.S. scientists.,0
,,Cuba has a vaccine against the coronavirus called Interfern.,0
,https://doh.gov.ph/faqs/vaccines?fbclid=IwAR3kB5vvbXmMBxLpiy1DzjXG4MLTlNGy5CDjExkazbPX7EVJsFOhbYM2Ink,Vaccines mimic the virus or bacteria that causes disease and triggers the bodys creation of antibodies. These antibodies will provide protection once a person is infected with the actual diseasecausing virus or bacteria.,1
,,Help stop the spread of Delta and other variants by getting vaccinated as soon as you can. FDA  authorized #COVID19 vaccines offer protection against Delta and other known variants.,1
1637034648-449,https://www.rappler.com/newsbreak/fact-check/covid-19-vaccines-experimental,COVID19 vaccines are still experimental.,0
,,Protect yourself and others from #COVID19 by getting vaccinated as soon as you can. If youre not fully vaccinated Wear a mask over your nose  mouth. Stay at least 6 feet from others. Avoid crowds and poorly ventilated spaces. Wash hands often. More httpsbit.ly3bGvO6p.,1
,,True! Experts do not yet know how long you are protected from getting sick again after recovering from #COVID19. Get your COVID19 vaccine as soon as you can. Learn more httpsbit.ly2IWccCd.,1
1642735949-157,https://www.rappler.com/newsbreak/fact-check/covid-19-vaccination-experimentation-should-follow-nuremberg-code/,"The Nuremberg Code is a World War IIera guideline that is not followed by the medical field in modern times and is not legally binding. It also does not apply to COVID19 vaccination, because vaccines had already passed several stages of clinical trials before being allowed to be given to the public.",1
,,President Putin bans mandatory vaccinations in Russia.,0
,https://twitter.com/the_hindu/status/1269660187767513090,Punjab Chief Minister Amarinder Singh on Sunday said the COVID19 situation in the State had so far been manageable due to the strict imposition of lockdown and the cooperation of the people.#COVID19 #Punjab #AmarinderSingh httpstrib.altB0zxjM,1
,https://www.who.int/news-room/feature-stories/detail/vaccine-efficacy-effectiveness-and-protection?fbclid=IwAR3b9GmJY0a-BNj7MOSgZSHHKwawgs-7SofXSECx8qt47xmJJ30ItCm4uIE,"Once the study is complete, the numbers of sick people in each group are compared, in order to calculate the relative risk of getting sick depending on whether or not the subjects received the vaccine. From this we get the efficacy  a measure of how much the vaccine lowered the risk of getting sick.",1
,,Children In Senegal Did Not Die After Receiving 'Coronavirus Vaccine',0
,,"In a new CDCMMWR , CDC recommends factors communities and organizations consider when deciding how to best prevent #COVID19. Factors include level of community spread, vaccination rates,  populations at risk of illness or death. More httpsbit.lyMMWR72721.",1
,,"As of July 12, more than 184.3 million people have received at least one dose of a #COVID19 vaccine. Of those, more than 159.4 million are fully vaccinated. Once youre fully vaccinated, you can do things you stopped doing because of the pandemic. More httpbit.lyCDTvaccine",1
,,"A post claims compulsory vacination violates the principles of bioethics, that coronavirus doesnt exist, that the PCR test returns many false positives, and that influenza vaccine is related to COVID19.",0
,https://twitter.com/the_hindu/status/1251244052009422851,"Rohingya Muslims and their contacts may need to be screened for COVID19 infection as some of them in Telengana, Delhi, Punjab and Jammu attended the Tablighi Jamaat event at Nizamuddin in March. httpstrib.aldO4syhD",1
1642735338-100,https://www.rappler.com/newsbreak/fact-check/us-nurse-dies-after-receiving-covid-19-vaccine/,"Dover is alive, according to CHI Memorial hospital, her place of work. She has also explained that she fainted after receiving the vaccine because of an underlying health condition.",1
,,"If you get a PfizerBioNTech or Moderna #COVID19 vaccine, you will need 2 shots for the most protection. For help scheduling your second shot, contact the location that set up your first appointment. Learn more httpsbit.ly2RfAtaM.",1
,, #COVID19 Delta has been detected in at least 98 countries and is spreading quickly in countries with low and high vaccination coverage.  DrTedros,1
,,Canada prohibits all pilots who received COVID19 vaccines from flying.,0
,,"In the United States, a scientist who was developing a vaccine for coronavirus was killed.",0
,,A TV news screenshot says the home ministry of India has indicated that the country will be under lockdown after 15 June.,0
,https://www.who.int/news-room/feature-stories/detail/getting-the-covid-19-vaccine?fbclid=IwAR2UhA3vYgo1h4-V8MaDPOKFw9ZLER5GUE6OlXwkF9wAwNSjRwhMprW0mQo,"The second dose acts as a booster, ensuring the immune system develops a memory response to fight off the virus if it encounters it again.",1
,,Cattle vaccine proofs that coronavirus has existed for years and that there already is a vaccine. Photo showing the cattle vaccine produced by the American medical company ScourGuard 4KC.,0
,,NFC phones scan vaccination by applying the phone to hand.,0
,,COVID19 vaccines will come with a microchip to control the population.,0
,,ICMR study reveals that COVID19 vaccine is effective in preventing deaths among front line workers. Research article can be access at  IJMR portal httpsijmr.org.intempIndianJMeRes0004858253132942.pdf,1
,,CDC Changes Test Thresholds To Virtually Eliminate New COVID Cases Among Vaxxd.,0
,,The vaccine against the new coronavirus has existed since 2001,0
,,"As of June 28, 2021, more than 179 million people had received at least one dose of a #COVID19 vaccine. Of those, more than 153 million are fully vaccinated. Once youre fully vaccinated, you can do things you stopped doing because of the pandemic. More httpbit.lyCDTvaccine ",1
,https://www.who.int/news-room/feature-stories/detail/getting-the-covid-19-vaccine?fbclid=IwAR2UhA3vYgo1h4-V8MaDPOKFw9ZLER5GUE6OlXwkF9wAwNSjRwhMprW0mQo,"For vaccines that require two doses, the first dose presents antigens  proteins that stimulate the production of antibodies  to the immune system for the first time. Scientists call this priming the immune response.",1
,,A school headmistress became ill after receiving the second dose of vaccination and died in 5 hours.,0
,,The Delta variant is an example of how the virus that causes #COVID19 can change as it spreads. Get vaccinated against COVID19 to help stop the spread in your community httpvaccines.gov.,1
,,President Joe Biden ordered the Department of Veterans Affairs VA to withhold benefits from veterans who have not received COVID19 vaccinations,0
,https://www.poynter.org/?ifcn_misinformation=coronavirus-patient-arrested-in-punjab, Coronavirus patient arrested in Punjab,0
,,A video on Youtube claims that European Commissions implementing regulation EU 2020666 gives ways to implant microchips to humans in the EU. The theory is linked to mass vaccination that surely awaits after the pandemic will receed.,0
1637040530-96,https://www.rappler.com/moveph/video-filipinos-reaction-coronavirus-vaccine-from-russia,#StoryOfTheNation How do you feel about the COVID19 vaccine from Russia,1
1642743903-658,https://www.rappler.com/nation/minors-wont-get-jabs-in-soccsksargen-yet/,Minors wont get jabs in Soccsksargen yet. Health officials say at least 50% of the qualified elderly population in Soccsksargen should be vaccinated against COVID19 before they can give jabs to those aged 12 to 17,1
,,People who got a flu shot are at a greater risk from COVID19.,0
1642741811-443,https://www.rappler.com/world/asia-pacific/japan-finds-another-moderna-vial-suspected-foreign-substance/,Japan finds another Moderna vial suspected to contain foreign substance. Kanagawa prefecture says several black particles in one Moderna vaccine vial were found upon checking for foreign substances before its use,1
,,"COVID19 vaccination violates the Universal Declaration on the Human Genome and Human Rights since it alters human DNA. Moreover, vaccination certificates required to cross borders violate international laws",0
,,Mass vaccination for COVID19 in Senegal was started yesterday 48 and the first 7 CHILDREN who received it DIED on the spot.,0
,,COVID19 vaccines are provided at no cost only in India across the world.,0
,,A WhatsApp message that the European Union wants to relax vaccination regulations so that the COVID19 vaccine is available more quickly since Gates and his accomplices seem to be in a rush to administer it although it probably equates to a genocide.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J72,"A booster dose is an additional dose of vaccine administered to a vaccinated population that has completed a primary vaccination series currently one, two or three doses of COVID19 vaccine depending on the vaccine and the population group when, with time, the immunity and clinical protection has fallen below a rate deemed sufficient in that population.",1
,https://www.poynter.org/?ifcn_misinformation=claim-that-the-coronavirus-isnt-new-as-there-is-a-canine-coronavirus-vaccine-since-2001, Claim that the coronavirus isn't new as there is a canine coronavirus vaccine since 2001.,0
,,"Judy Mikovits claims about the origins of COVID19, flu vaccine and face masks from the documentary Plandemic retold in FB post.",0
,,Video of a Muslim leader being accidentally shot dead during a celebratory firing after he recovered from COVID19 in Pakistan.,0
,,New vaccine can help cure coronavirus in three hours.,0
,,Says American NIAID director Dr. Anthony Fauci stands to lose 100 million dollars on Bill Gates vaccine for the coronavirus. Because he invested in this vaccine.,0
,https://twitter.com/ReutersUK/status/1271136368488579073,EU wants to buy COVID19 vaccines up front  unless they're made in America  httpsreut.rs2YoBU6d pic.twitter.commEZqzsiLzd,1
,,"On May 10, the FDA expanded its Emergency Use Authorization for the use of PfizerBioNTechs #COVID19 vaccine for adolescents ages 1215. You can now view vaccination demographic data for this age group on CDCs COVID Data Tracker httpbit.lyvaxdems.",1
,,"Vaccines against the novel coronavirus are dangerous. Moreover, a mutation in the virus will make them ineffective.",0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"The private sector can only procure vaccines through a tripartite agreement with the NTF and the Department of Health, as DOH is the EUA holder of these vaccines. Private companies will be advised by the iNITAG on which sector should be prioritized. LIkewise, the private sector needs to partner with a vaccination site that follows the standars described in the NVDP.",1
,,"A video featuring aerial shots of futuristic skyscrapers, giant bridges and other landmarks has been shared thousands of times on Facebook with claims that it shows Wuhan, the central Chinese city where the novel coronavirus pandemic emerged in December 2019.",0
1637040727-146,https://www.rappler.com/nation/ex-general-galvez-philippines-presents-military-enabled-covid-19-vaccine-plan,Exgeneral presents militaryenabled COVID19 vaccine plan for PH,1
,,"#COVID19 vaccination will help protect you from getting COVID19. You may have some side effects, like pain or redness where you got the shot, or tiredness. These are normal signs that your body is building protection and should go away within a few days. httpsbit.ly38AqxNA",1
,,Romania developed a coronavirus vaccine able to cure white people only.,0
,,CDCs Neetu Abad  Lis Wilhelm have found that listening to what other people say can make the difference in helping them decide to get vaccinated. Neetu and Lis are using this approach around the world to encourage vaccination against #COVID19. More httpsbit.ly3jXMahV.,1
,,A Facebook post asserts the U.S. developed a COVID19 vaccine to release this Sunday.,0
,,"BCG Bacillus CalmetteGurin vaccine, which is used to prevent tuberculosis, also serves to mitigate the damage caused by COVID19.",0
,https://www.poynter.org/?ifcn_misinformation=the-photo-of-a-vaccine-for-canine-coronavirus-proves-that-a-vaccine-exists-for-the-novel-coronavirus-that-causes-covid-19, The photo of a vaccine for canine coronavirus proves that a vaccine exists for the novel coronavirus that causes COVID19.,0
,https://twitter.com/ReutersUK/status/1273913288573833216,"Sixth trial of potential Chinese COVID19 shot begins with GSK, Dynavax mix  httpsreut.rs2Ndxg60 pic.twitter.comqe5wtpS0j4",1
,,"Multiple posts shared hundreds of times on Facebook and Twitter claim that four Ukrainian soldiers died after participating in American COVID19 vaccine trials in the northeastern Ukrainian city of Kharkiv. The claim, published in several languages across different posts, was attributed to a police spokesperson in the selfproclaimed Lugansk Peoples Republic.",0
,,COVID19 vaccine trial killed 7 children in Senegal.,0
,,Spanish biologist compares salaries of footballers and doctors looking for COVID19 vaccine.,0
,https://www.who.int/news-room/feature-stories/detail/vaccine-efficacy-effectiveness-and-protection?fbclid=IwAR3b9GmJY0a-BNj7MOSgZSHHKwawgs-7SofXSECx8qt47xmJJ30ItCm4uIE,"Vaccines offer strong protection, but that protection takes time to build. People must take all the required doses of a vaccine to build full immunity.",1
,,Roche has developed a COVID19 vaccine.,0
,,The best #COVID19 vaccine is any one thats available to you. Dont wait for a specific brand. All three currently authorized and recommended COVID19 vaccines are safe and effective. Learn more and get vaccinated as soon as you can httpsbit.ly3nPvZmq.,1
,,4 British Airways pilots died due to vaccination against COVID19,0
,,"#COVID19 cases, hospitalizations, and deaths are going up. This is due, in part, to the spread of the B.1.617.2 Delta variant, accounting for more than 80% of COVID19 cases. Vaccines are our most effective tools against COVID19. More httpbit.lyCDTweeklyreview.",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J71,An additional dose is different from a booster dose. It is considered part of an extended primary series for people who do not develop sufficient protection after one or two doses. It is intended to help these individuals to develop better protection against COVID19. ,1
,https://twitter.com/ReutersUK/status/1256248457200893952,A manufacturer of a possible COVID19 vaccine being developed by British scientists said it may know by the end of May if it can make a million doses a month with a view to building stocks for commercial supply when the vaccine is approved  httpsreut.rs2SsxZDc,1
,https://www.poynter.org/?ifcn_misinformation=donald-trump-announced-a-vaccine-by-roche-diagnostics, President Donald Trump announced a vaccine by Roche Diagnostics.,0
,https://www.poynter.org/?ifcn_misinformation=plandemic-vignette-featuring-judy-mikovits-claims-that-coronavirus-is-manmade-that-flu-vaccine-increases-risk-of-covid-19-that-hydroxychloroquine-is-effective-for-treating-covid-19, Plandemic vignette featuring Judy Mikovits claims that coronavirus is manmade that flu vaccine increases risk of COVID19 that hydroxychloroquine is effective for treating COVID19.,0
,https://twitter.com/the_hindu/status/1248327339680903169,"The problem is we still don't know much about COVID19, and cannot say with any certainty how long it will continue to infect people or linger on thereafter. We are all grappling in the dark. #Punjab #CoronavirusOutbreak httpstrib.al7MoJczl",1
,,People who are moderately to severely immunocompromised may not build the same level of protection against #COVID19 following a 2dose vaccine series compared to others. CDC recommends that this group gets an additional dose of COVID19 vaccine httpsbit.ly3yLmOc5 ,1
,,"The coronavirus will fade away on its own, so no vaccine is needed.",0
,,"The virus that causes #COVID19 can change quickly and often, producing new types of the virus, or variants. Delta is still the most common variant in the U.S. Get vaccinated to help prevent new variants from emerging. More httpbit.lyCDTweeklyreview",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J21,"COVID19 vaccines are safe for people taking blood thinners, but you should let the person giving you the vaccine know about any medication you are taking BEFORE you are given the vaccine.",1
,https://www.who.int/news-room/feature-stories/detail/vaccine-efficacy-effectiveness-and-protection?fbclid=IwAR3b9GmJY0a-BNj7MOSgZSHHKwawgs-7SofXSECx8qt47xmJJ30ItCm4uIE,"Even after someone takes all of the recommended doses and waits a few weeks for immunity to build up, there is still a chance that they can get infected. Vaccines do not provide full 100% protection, so breakthrough infections  where people get the virus, despite having been fully vaccinated  will occur. ",1
,,The vast majority of those now dying of COVID19 in England were vaccinated,0
,,Israel creates a vaccine for the coronavirus.,0
,,Vaccine against COVID 19 is dangerous and ineffective because it does not protect against the Delta strain,0
,https://doh.gov.ph/vaccines/when-will-the-COVID-19-available-to-me?fbclid=IwAR1mWaCvpj4Hvextm-e0nXmpA-UTJQbvLm_sP9ir2kAxwCMFzXHtgGIv1J8,Frontline workers in health facilities including nonprofessionals like students in health and allied professions courses with clinical responsibilities are part of Vaccination Priority Group A.,1
,,"21 people died in Lagos, Nigeria, after getting a COVID19 vaccine.",0
,,Plandemic vignette featuring Judy Mikovits claims that coronavirus is manmade that flu vaccine increases risk of COVID19 that hydroxychloroquine is effective for treating COVID19.,0
,https://www.poynter.org/?ifcn_misinformation=vaccines-are-in-direct-violation-of-the-nuremberg-code, Vaccines are in direct violation of The Nuremberg Code.,0
,,"According to the Plandemic documentary, the flu shots contain coronavirus.",0
,,Italian doctor who supports the antivaccine movement claims that vaccines wont help in the fight with novel coronavirus because virus mutates too quickly. Post also claims that in reality only 3 people in Italy died because of coronavirus.,0
1642745165-791,https://www.rappler.com/world/asia-pacific/hong-kong-authorizes-sinovac-vaccine-children-aged-3-17/,Hong Kong authorizes Sinovac vaccine for children aged 3 to 17. Hong Kong's Secretary for Food and Health Sophia Chan says the benefits 'outweigh the risks',1
,https://www.poynter.org/?ifcn_misinformation=did-donald-trump-attempt-to-steal-a-covid-19-vaccine-from-a-german-company-and-refuse-testing-kits-from-who, Did Donald Trump attempt to steal a COVID19 vaccine from a German company and refuse testing kits from WHO,0
,,A picture claiming that Bill Gates vaccines would have paralyzed 496k children in India.,0
,,"Italian MP Sara Cunial says Bill Gates kills people with vaccines and terminator seeds, and that he is behind the COVID19 pandemic.",0
,https://twitter.com/ReutersUK/status/1255800405323284480,AstraZeneca to produce Oxford University's potential COVID19 vaccine  httpsuk.reuters.comarticleushealthcoronavirusastrazenecaoxfordidUKKBN22C0UKtaid5eaaa2e106bb9b00014030ccutmcampaigntrueAnthem%3ATrendingContentutmmediumtrueAnthemutmsourcetwitter pic.twitter.comcy8jcuLEWb,1
,,Young people have a greater chance of being killed by the HPV vaccine than COVID19.,0
,https://www.who.int/­emergencies/diseases/­novel-coronavirus-201­9/­question-and-answers-­hub/q-a-detail/­coronavirus-disease-(­covid-19)-vaccines-s­afety?fbclid=IwAR17y­L5RiQoXNVCX0geWAUJY9­eRths2tY_flXCzEeW3W5­DaURuZs0OJou0I,"In rare situations where a serious adverse reaction is suspected to be related to the vaccine itself, the vaccine may be temporarily suspended from use while the situation is assessed. Investigations will take place to determine what exactly caused the event, and corrective measures will be put in place.",1
1642745263-802,https://www.rappler.com/nation/duterte-asks-filipinos-join-national-vaccination-days/,"As holidays draw near, Duterte asks Filipinos to join national vaccination days. 1st UPDATE President Rodrigo Duterte says those who refuse to get their COVID19 jabs should not be allowed inside restaurants, resorts",1
,https://www.poynter.org/?ifcn_misinformation=donald-trump-announced-comercialization-of-a-vaccine, President Donald Trump announced commercialization of a vaccine.,0
